type,time,latitude,longitude,altitude (m),speed (km/h),slope (%),distance (km),distance_interval (m),name,desc
T,2022-01-21 10:24:55,48.274891995,8.874366205,584.6,8.5,-6.4,28.561,2.37,,
T,2022-01-21 10:24:56,48.274896991,8.874394583,584.4,7.8,-6.2,28.564,2.18,,
T,2022-01-21 10:24:58,48.274908107,8.874430426,584.2,5.3,-7.8,28.566,2.93,,
T,2022-01-21 10:25:08,48.274896608,8.874452764,583.6,0.8,-29.0,28.569,2.09,,
T,2022-01-21 10:25:13,48.274904681,8.874459260,583.6,0.7,-6.2,28.570,1.02,,
T,2022-01-21 10:25:16,48.274911352,8.874511498,583.4,4.7,-3.4,28.574,3.95,,
T,2022-01-21 10:25:17,48.274923846,8.874553649,583.4,12.3,-0.7,28.577,3.42,,
T,2022-01-21 10:25:18,48.274936602,8.874609609,583.4,15.8,-0.7,28.581,4.39,,
T,2022-01-21 10:25:19,48.274932453,8.874680379,583.3,19.0,-0.6,28.587,5.27,,
T,2022-01-21 10:25:20,48.274945985,8.874757566,583.3,21.3,-0.5,28.593,5.92,,
T,2022-01-21 10:25:21,48.274960571,8.874844529,583.3,24.0,-0.6,28.599,6.66,,
T,2022-01-21 10:25:22,48.274976642,8.874940347,583.2,26.4,-1.1,28.607,7.33,,
T,2022-01-21 10:25:23,48.274992113,8.875042373,583.0,28.0,-1.7,28.614,7.77,,
T,2022-01-21 10:25:24,48.275003048,8.875143777,582.9,27.4,-2.1,28.622,7.62,,
T,2022-01-21 10:25:25,48.275009009,8.875247784,582.7,27.9,-1.7,28.630,7.75,,
T,2022-01-21 10:25:26,48.275007918,8.875352952,582.6,28.1,-1.4,28.637,7.81,,
T,2022-01-21 10:25:27,48.275005627,8.875461094,582.6,28.9,-1.1,28.645,8.03,,
T,2022-01-21 10:25:28,48.274997205,8.875565020,582.5,28.0,-0.9,28.653,7.77,,
T,2022-01-21 10:25:29,48.274984464,8.875672207,582.4,29.1,-0.8,28.661,8.08,,
T,2022-01-21 10:25:30,48.274967106,8.875776180,582.3,28.6,-0.9,28.669,7.96,,
T,2022-01-21 10:25:31,48.274943520,8.875876184,582.3,28.3,-1.1,28.677,7.87,,
T,2022-01-21 10:25:32,48.274913711,8.875973578,582.2,28.6,-1.3,28.685,7.95,,
T,2022-01-21 10:25:33,48.274877597,8.876072339,582.0,30.1,-1.4,28.693,8.36,,
T,2022-01-21 10:25:34,48.274835907,8.876170490,581.9,31.1,-1.5,28.702,8.64,,
T,2022-01-21 10:25:35,48.274798042,8.876271145,581.8,30.9,-1.7,28.711,8.58,,
T,2022-01-21 10:25:36,48.274761068,8.876376198,581.6,31.7,-1.8,28.720,8.82,,
T,2022-01-21 10:25:37,48.274730354,8.876471849,581.4,28.4,-2.1,28.727,7.88,,
T,2022-01-21 10:25:38,48.274700125,8.876565992,581.3,27.9,-2.3,28.735,7.75,,

