type,time,latitude,longitude,altitude (m),speed (km/h),slope (%),distance (km),distance_interval (m),eos,name,desc
T,2022-01-21 09:06:52,48.280155341,8.850725110,517.2,15.6,1.3,10.707,4.34,,,
T,2022-01-21 09:06:53,48.280112142,8.850718573,517.3,17.4,1.1,10.712,4.83,,,
T,2022-01-21 09:06:54,48.280066384,8.850686110,517.3,20.3,0.8,10.718,5.63,,,
T,2022-01-21 09:06:55,48.280018009,8.850676628,517.4,19.5,0.8,10.723,5.42,,,
T,2022-01-21 09:06:56,48.279971849,8.850667580,517.4,18.6,0.7,10.728,5.18,,,
T,2022-01-21 09:06:57,48.279921122,8.850657638,517.4,20.5,0.6,10.734,5.69,,,
T,2022-01-21 09:06:58,48.279863866,8.850671647,517.5,23.2,0.5,10.740,6.45,,,
T,2022-01-21 09:06:59,48.279803985,8.850659552,517.5,24.2,0.4,10.747,6.72,,,
T,2022-01-21 09:07:00,48.279741364,8.850648937,517.5,25.2,0.3,10.754,7.01,,,
T,2022-01-21 09:07:01,48.279686677,8.850344408,517.5,84.3,0.1,10.777,23.41,,,
T,2022-01-21 09:07:02,48.279625102,8.850341847,517.6,24.7,0.3,10.784,6.85,,,
T,2022-01-21 09:07:03,48.279562894,8.850339259,517.6,24.9,0.2,10.791,6.92,,,
T,2022-01-21 09:07:04,48.279504932,8.850336849,517.6,23.2,0.2,10.798,6.45,,,
T,2022-01-21 09:07:05,48.279449689,8.850334551,517.6,22.1,0.2,10.804,6.15,,,
T,2022-01-21 09:07:06,48.279396442,8.850332336,517.6,21.3,0.2,10.810,5.92,,,
T,2022-01-21 09:07:07,48.279343610,8.850330139,517.6,21.2,0.2,10.816,5.88,,,
T,2022-01-21 09:07:08,48.279295462,8.850328137,517.6,19.3,0.2,10.821,5.36,,,
T,2022-01-21 09:07:09,48.279250871,8.850326282,517.6,17.9,0.2,10.826,4.96,,,
T,2022-01-21 09:07:10,48.279206661,8.850324443,517.6,17.7,0.2,10.831,4.92,,,
T,2022-01-21 09:07:11,48.279166310,8.850322765,517.7,16.2,0.2,10.835,4.49,,,
T,2022-01-21 09:07:12,48.279131049,8.850321299,517.7,14.1,0.2,10.839,3.92,,,
T,2022-01-21 09:07:13,48.279101000,8.850320049,517.7,12.0,0.2,10.843,3.34,,,
T,2022-01-21 09:07:14,48.279072672,8.850318871,517.7,11.3,0.2,10.846,3.15,,,
T,2022-01-21 09:07:15,48.279045882,8.850317756,517.7,10.7,0.1,10.849,2.98,,,
T,2022-01-21 09:07:16,48.279023611,8.850316830,517.7,8.9,0.2,10.851,2.48,,,
T,2022-01-21 09:07:17,48.279005388,8.850316031,517.7,7.3,0.2,10.853,2.03,,,
T,2022-01-21 09:07:28,48.278987279,8.850314588,517.7,0.7,1.0,10.855,2.02,,,
T,2022-01-21 09:07:49,48.278979948,8.850314004,517.7,0.1,0.3,10.856,0.82,,,
