type,time,latitude,longitude,altitude (m),speed (km/h),slope (%),distance (km),distance_interval (m),eos,name,desc
T,2022-01-21 08:55:02,48.274913436,8.862055499,524.9,38.4,3.4,7.790,10.68,,,
T,2022-01-21 08:55:03,48.274883693,8.862203005,525.3,41.2,3.0,7.801,11.44,,,
T,2022-01-21 08:55:04,48.274855858,8.862354891,525.6,42.1,3.0,7.813,11.69,,,
T,2022-01-21 08:55:05,48.274822482,8.862503822,526.0,42.0,3.4,7.825,11.66,,,
T,2022-01-21 08:55:06,48.274791655,8.862651738,526.5,41.4,3.7,7.836,11.50,,,
T,2022-01-21 08:55:07,48.274761950,8.862794271,526.9,39.9,4.1,7.847,11.08,,,
T,2022-01-21 08:55:08,48.274735582,8.862933060,527.4,38.6,4.6,7.858,10.71,,,
T,2022-01-21 08:55:09,48.274700363,8.863052060,527.9,34.8,5.0,7.868,9.66,,,
T,2022-01-21 08:55:10,48.274675507,8.863185693,528.4,37.1,4.5,7.878,10.30,,,
T,2022-01-21 08:55:11,48.274653240,8.863306697,528.9,33.5,5.5,7.887,9.32,,,
T,2022-01-21 08:55:12,48.274645137,8.863426921,529.4,32.3,6.1,7.896,8.97,,,
T,2022-01-21 08:55:13,48.274654355,8.863542267,530.0,31.0,6.6,7.905,8.62,,,
T,2022-01-21 08:55:14,48.274695556,8.863632220,530.6,29.2,7.3,7.913,8.10,,,
T,2022-01-21 08:55:15,48.274733309,8.863719848,531.2,27.9,7.7,7.921,7.74,,,
T,2022-01-21 08:55:16,48.274784103,8.863796861,531.7,28.9,6.6,7.929,8.04,,,
T,2022-01-21 08:55:17,48.274842038,8.863858408,532.2,28.4,5.9,7.937,7.90,,,
T,2022-01-21 08:55:18,48.274904415,8.863919171,532.6,29.8,5.1,7.945,8.27,,,
T,2022-01-21 08:55:19,48.274974328,8.863968407,533.0,30.9,4.7,7.954,8.59,,,
T,2022-01-21 08:55:20,48.275055018,8.863998248,533.4,33.3,4.3,7.963,9.24,,,
T,2022-01-21 08:55:21,48.275123574,8.864068002,533.7,33.2,3.7,7.972,9.22,,,
T,2022-01-21 08:55:22,48.275193577,8.864126584,534.0,32.1,3.1,7.981,8.92,,,
T,2022-01-21 08:55:23,48.275260481,8.864182572,534.2,30.7,2.5,7.990,8.52,,,
T,2022-01-21 08:55:24,48.275325357,8.864239246,534.4,30.1,2.2,7.998,8.35,,,
T,2022-01-21 08:55:25,48.275390220,8.864296356,534.6,30.1,2.4,8.006,8.37,,,
T,2022-01-21 08:55:26,48.275449386,8.864358185,534.9,28.9,2.9,8.014,8.02,,,
T,2022-01-21 08:55:27,48.275510859,8.864427459,535.1,30.8,3.0,8.023,8.55,,,
T,2022-01-21 08:55:28,48.275577247,8.864494664,535.4,32.1,3.2,8.032,8.91,,,
T,2022-01-21 08:55:29,48.275641145,8.864563845,535.7,31.6,3.3,8.041,8.77,,,
T,2022-01-21 08:55:30,48.275705403,8.864640111,535.9,32.8,2.9,8.050,9.12,,,
T,2022-01-21 08:55:31,48.275771632,8.864714282,536.2,33.1,2.6,8.059,9.19,,,
T,2022-01-21 08:55:32,48.275837852,8.864785589,536.4,32.6,2.5,8.068,9.07,,,
T,2022-01-21 08:55:33,48.275889210,8.864867142,536.6,30.0,2.6,8.076,8.32,,,
T,2022-01-21 08:55:34,48.275939606,8.864936203,536.9,27.3,2.9,8.084,7.59,,,
T,2022-01-21 08:55:35,48.275986140,8.865001868,537.1,25.6,3.6,8.091,7.11,,,
T,2022-01-21 08:55:36,48.276032414,8.865072405,537.4,26.4,4.0,8.098,7.34,,,
T,2022-01-21 08:55:37,48.276073164,8.865138025,537.7,23.9,5.0,8.105,6.65,,,
T,2022-01-21 08:55:38,48.276109089,8.865196912,538.1,21.3,5.9,8.111,5.92,,,
T,2022-01-21 08:55:39,48.276137445,8.865243391,538.4,16.8,7.3,8.116,4.67,,,
T,2022-01-21 08:55:40,48.276160557,8.865283565,538.7,14.2,8.1,8.119,3.94,,,
T,2022-01-21 08:55:41,48.276183334,8.865322934,539.0,13.9,7.8,8.123,3.87,,,
T,2022-01-21 08:55:42,48.276201821,8.865360701,539.3,12.5,8.6,8.127,3.48,,,
T,2022-01-21 08:55:43,48.276177043,8.865396806,539.7,13.8,8.1,8.131,3.84,,,
T,2022-01-21 08:55:44,48.276141103,8.865443807,540.0,19.1,6.3,8.136,5.30,,,
T,2022-01-21 08:55:45,48.276101112,8.865485184,540.3,19.5,6.8,8.141,5.40,,,
T,2022-01-21 08:55:46,48.276052317,8.865536313,540.8,23.8,6.1,8.148,6.62,,,
T,2022-01-21 08:55:47,48.276007837,8.865572556,541.2,20.3,7.5,8.154,5.63,,,
T,2022-01-21 08:55:48,48.275955137,8.865608191,541.6,23.1,6.5,8.160,6.43,,,
T,2022-01-21 08:55:49,48.275903873,8.865633022,542.0,21.6,6.6,8.166,5.99,,,
T,2022-01-21 08:55:50,48.275849127,8.865650585,542.4,22.4,6.0,8.172,6.23,,,
T,2022-01-21 08:55:51,48.275782892,8.865662010,542.7,26.7,4.6,8.180,7.41,,,
T,2022-01-21 08:55:52,48.275711045,8.865671243,543.0,28.9,4.2,8.188,8.02,,,
T,2022-01-21 08:55:53,48.275634707,8.865681053,543.4,30.7,4.2,8.196,8.52,,,
T,2022-01-21 08:55:54,48.275558198,8.865709832,543.8,31.6,4.3,8.205,8.77,,,
T,2022-01-21 08:55:55,48.275478581,8.865707886,544.2,31.9,4.5,8.214,8.85,,,
T,2022-01-21 08:55:56,48.275398964,8.865704436,544.5,31.9,4.1,8.223,8.86,,,
T,2022-01-21 08:55:57,48.275319663,8.865698365,544.9,31.8,3.6,8.232,8.83,,,
T,2022-01-21 08:55:58,48.275242705,8.865699041,545.1,30.8,3.3,8.240,8.56,,,
T,2022-01-21 08:55:59,48.275167967,8.865694159,545.4,29.9,3.0,8.248,8.32,,,
T,2022-01-21 08:56:00,48.275096257,8.865692653,545.6,28.7,2.8,8.256,7.97,,,
T,2022-01-21 08:56:01,48.275031351,8.865690448,545.8,26.0,2.7,8.264,7.22,,,
T,2022-01-21 08:56:02,48.274970854,8.865691380,546.0,24.2,2.6,8.270,6.73,,,
T,2022-01-21 08:56:03,48.274913107,8.865686700,546.2,23.2,2.7,8.277,6.43,,,
T,2022-01-21 08:56:04,48.274853479,8.865682478,546.4,23.9,3.0,8.283,6.64,,,
T,2022-01-21 08:56:05,48.274790067,8.865707731,546.6,26.3,3.0,8.291,7.30,,,
T,2022-01-21 08:56:06,48.274721104,8.865711092,546.8,27.6,3.4,8.298,7.67,,,
T,2022-01-21 08:56:07,48.274648436,8.865712222,547.1,29.1,3.6,8.306,8.08,,,
T,2022-01-21 08:56:08,48.274571802,8.865709501,547.4,30.7,3.1,8.315,8.52,,,
T,2022-01-21 08:56:09,48.274494786,8.865706662,547.6,30.8,2.8,8.324,8.57,,,
T,2022-01-21 08:56:10,48.274420415,8.865699559,547.8,29.8,2.5,8.332,8.29,,,
T,2022-01-21 08:56:11,48.274348566,8.865695827,548.0,28.8,2.4,8.340,7.99,,,
T,2022-01-21 08:56:12,48.274278813,8.865692078,548.2,27.9,2.5,8.348,7.76,,,
T,2022-01-21 08:56:13,48.274210267,8.865687130,548.4,27.5,2.6,8.355,7.63,,,
T,2022-01-21 08:56:14,48.274142534,8.865655845,548.6,28.4,2.5,8.363,7.88,,,
T,2022-01-21 08:56:15,48.274076328,8.865657652,548.8,26.5,2.5,8.370,7.36,,,
T,2022-01-21 08:56:16,48.274017423,8.865631731,548.9,24.6,1.9,8.377,6.83,,,
T,2022-01-21 08:56:17,48.273961173,8.865607670,549.0,23.4,1.2,8.384,6.50,,,
T,2022-01-21 08:56:18,48.273906617,8.865589773,549.0,22.4,0.5,8.390,6.21,,,
T,2022-01-21 08:56:19,48.273850944,8.865567546,549.0,23.1,-0.1,8.396,6.41,,,
T,2022-01-21 08:56:20,48.273793333,8.865536128,549.0,24.5,-0.2,8.403,6.82,,,
T,2022-01-21 08:56:21,48.273733608,8.865504659,549.0,25.3,0.1,8.410,7.04,,,
T,2022-01-21 08:56:22,48.273675015,8.865463382,549.1,25.9,0.5,8.417,7.20,,,
T,2022-01-21 08:56:23,48.273617314,8.865413808,549.1,26.6,0.6,8.425,7.40,,,
T,2022-01-21 08:56:24,48.273561311,8.865373427,549.2,24.9,0.5,8.432,6.91,,,
T,2022-01-21 08:56:25,48.273506474,8.865329756,549.2,24.9,0.6,8.439,6.91,,,
T,2022-01-21 08:56:26,48.273450844,8.865286689,549.2,25.1,0.7,8.446,6.96,,,
T,2022-01-21 08:56:27,48.273395374,8.865248229,549.3,24.5,0.7,8.452,6.80,,,
T,2022-01-21 08:56:28,48.273341426,8.865208264,549.4,24.1,0.9,8.459,6.69,,,
T,2022-01-21 08:56:29,48.273287037,8.865170198,549.4,24.0,0.9,8.466,6.68,,,
T,2022-01-21 08:56:30,48.273234403,8.865140583,549.4,22.5,0.6,8.472,6.25,,,
T,2022-01-21 08:56:31,48.273182418,8.865116862,549.5,21.8,0.1,8.478,6.04,,,
T,2022-01-21 08:56:32,48.273126935,8.865101323,549.4,22.6,-0.2,8.484,6.28,,,
T,2022-01-21 08:56:33,48.273078804,8.865060190,549.4,22.2,-0.4,8.491,6.16,,,
T,2022-01-21 08:56:34,48.273013051,8.865084312,549.4,27.1,-0.4,8.498,7.53,,,
T,2022-01-21 08:56:35,48.272964407,8.865085204,549.4,19.5,-0.0,8.503,5.41,,,
T,2022-01-21 08:56:36,48.272918367,8.865079207,549.4,18.5,0.7,8.509,5.14,,,
T,2022-01-21 08:56:37,48.272872652,8.865072420,549.5,18.4,1.3,8.514,5.11,,,
T,2022-01-21 08:56:38,48.272824099,8.865069069,549.6,19.5,1.7,8.519,5.40,,,
T,2022-01-21 08:56:39,48.272779731,8.865060202,549.7,17.9,2.3,8.524,4.98,,,
T,2022-01-21 08:56:40,48.272733498,8.865061277,549.8,18.5,2.6,8.529,5.14,,,
T,2022-01-21 08:56:41,48.272689470,8.865072276,550.0,17.9,3.1,8.534,4.96,,,
T,2022-01-21 08:56:42,48.272647181,8.865102559,550.2,18.8,3.8,8.539,5.21,,,
T,2022-01-21 08:56:43,48.272602459,8.865174529,550.4,26.3,3.1,8.547,7.30,,,
T,2022-01-21 08:56:44,48.272598913,8.865217145,550.7,11.5,8.1,8.550,3.19,,,
T,2022-01-21 08:56:45,48.272597224,8.865269802,550.9,14.1,7.0,8.554,3.91,,,
T,2022-01-21 08:56:46,48.272605282,8.865328275,551.2,16.0,6.1,8.558,4.43,,,
T,2022-01-21 08:56:47,48.272617361,8.865349016,551.5,7.4,12.7,8.560,2.04,,,
T,2022-01-21 08:56:48,48.272650619,8.865388727,551.7,17.0,5.3,8.565,4.73,,,
T,2022-01-21 08:56:49,48.272683255,8.865407972,551.9,14.0,5.7,8.569,3.90,,,
T,2022-01-21 08:56:50,48.272720300,8.865426525,552.1,15.6,4.4,8.573,4.34,,,
T,2022-01-21 08:56:51,48.272764632,8.865434431,552.3,17.9,3.1,8.578,4.96,,,
T,2022-01-21 08:56:52,48.272800000,8.865442319,552.4,14.3,3.0,8.582,3.98,,,
T,2022-01-21 08:56:53,48.272834658,8.865457362,552.5,14.4,2.5,8.586,4.01,,,
T,2022-01-21 08:56:54,48.272867874,8.865471779,552.6,13.8,2.5,8.590,3.85,,,
T,2022-01-21 08:56:55,48.272902601,8.865486851,552.7,14.5,2.2,8.594,4.02,,,
T,2022-01-21 08:56:56,48.272938634,8.865497219,552.8,14.7,1.9,8.598,4.08,,,
T,2022-01-21 08:56:57,48.272971194,8.865505622,552.9,13.2,2.3,8.602,3.67,,,
T,2022-01-21 08:56:58,48.272996321,8.865512107,552.9,10.2,2.7,8.605,2.84,,,
T,2022-01-21 08:56:59,48.273015195,8.865521568,553.0,8.0,3.4,8.607,2.21,,,
