type,time,latitude,longitude,altitude (m),speed (km/h),slope (%),distance (km),distance_interval (m),name,desc
T,2022-01-21 14:45:57,48.276040557,8.851870559,514.4,18.4,-8.1,3.187,5.11,,
T,2022-01-21 14:45:58,48.276042581,8.851809977,514.2,16.2,-4.2,3.192,4.50,,
T,2022-01-21 14:45:59,48.276043867,8.851762056,514.1,12.8,-3.3,3.196,3.56,,
T,2022-01-21 14:46:00,48.276041759,8.851725281,514.0,9.9,-3.1,3.198,2.74,,
T,2022-01-21 14:46:01,48.276039167,8.851692640,514.0,8.8,-2.6,3.201,2.44,,
T,2022-01-21 14:46:02,48.276037763,8.851657342,513.9,9.4,-1.9,3.203,2.62,,
T,2022-01-21 14:46:03,48.276039112,8.851631364,513.9,7.0,-2.1,3.205,1.93,,
T,2022-01-21 14:46:05,48.276047449,8.851593902,513.8,5.3,-2.1,3.208,2.93,,
T,2022-01-21 14:46:06,48.276049725,8.851561289,513.8,8.8,-1.0,3.211,2.43,,
T,2022-01-21 14:46:07,48.276060331,8.851521954,513.8,11.3,-0.7,3.214,3.15,,
T,2022-01-21 14:46:08,48.276076631,8.851473934,513.7,14.4,-0.5,3.218,4.00,,
T,2022-01-21 14:46:09,48.276103352,8.851432399,513.7,15.4,-0.4,3.222,4.28,,
T,2022-01-21 14:46:10,48.276134932,8.851397260,513.7,15.7,-0.3,3.226,4.37,,
T,2022-01-21 14:46:11,48.276172865,8.851365505,513.7,17.4,-0.3,3.231,4.83,,
T,2022-01-21 14:46:12,48.276214565,8.851334623,513.7,18.6,-0.2,3.236,5.17,,
T,2022-01-21 14:46:13,48.276258693,8.851307179,513.7,19.1,-0.2,3.242,5.31,,
T,2022-01-21 14:46:14,48.276308958,8.851291719,513.7,20.5,-0.1,3.247,5.71,,
T,2022-01-21 14:46:15,48.276362967,8.851277784,513.7,21.9,-0.1,3.254,6.09,,
T,2022-01-21 14:46:16,48.276418439,8.851274714,513.7,22.2,-0.1,3.260,6.17,,
T,2022-01-21 14:46:17,48.276469735,8.851273556,513.7,20.5,0.0,3.265,5.70,,
T,2022-01-21 14:46:18,48.276517214,8.851274430,513.7,19.0,0.4,3.271,5.28,,
T,2022-01-21 14:46:19,48.276563750,8.851276774,513.7,18.6,0.6,3.276,5.18,,
T,2022-01-21 14:46:20,48.276608975,8.851274355,513.8,18.1,0.9,3.281,5.03,,
T,2022-01-21 14:46:21,48.276656323,8.851274537,513.8,19.0,1.0,3.286,5.26,,
T,2022-01-21 14:46:22,48.276704228,8.851267415,513.9,19.3,1.2,3.292,5.35,,
T,2022-01-21 14:46:23,48.276755563,8.851252611,513.9,20.9,1.1,3.297,5.81,,
T,2022-01-21 14:46:24,48.276809622,8.851243746,514.0,21.8,1.2,3.303,6.05,,
T,2022-01-21 14:46:25,48.276863274,8.851237937,514.1,21.5,1.2,3.309,5.98,,
T,2022-01-21 14:46:26,48.276916975,8.851228553,514.2,21.6,1.1,3.315,6.01,,
T,2022-01-21 14:46:27,48.276972781,8.851213215,514.2,22.7,1.1,3.322,6.31,,
T,2022-01-21 14:46:28,48.277033147,8.851195083,514.3,24.6,1.1,3.329,6.85,,
T,2022-01-21 14:46:29,48.277088244,8.851147278,514.4,25.5,1.1,3.336,7.08,,
T,2022-01-21 14:46:30,48.277145635,8.851133635,514.5,23.3,1.6,3.342,6.46,,
T,2022-01-21 14:46:31,48.277201304,8.851123917,514.6,22.4,1.7,3.348,6.23,,
T,2022-01-21 14:46:32,48.277257917,8.851108599,514.7,23.0,1.6,3.355,6.40,,
T,2022-01-21 14:46:33,48.277321148,8.851100335,514.8,25.4,1.5,3.362,7.06,,
T,2022-01-21 14:46:34,48.277381525,8.851089459,514.9,24.3,1.4,3.369,6.76,,
T,2022-01-21 14:46:35,48.277438784,8.851077755,515.0,23.1,1.3,3.375,6.43,,
T,2022-01-21 14:46:36,48.277498578,8.851068138,515.0,24.1,1.1,3.382,6.69,,
T,2022-01-21 14:46:37,48.277557918,8.851060653,515.1,23.8,1.0,3.388,6.62,,
T,2022-01-21 14:46:38,48.277619443,8.851054209,515.2,24.7,0.9,3.395,6.86,,
T,2022-01-21 14:46:39,48.277678994,8.851041367,515.2,24.1,0.8,3.402,6.69,,
T,2022-01-21 14:46:40,48.277739916,8.851031800,515.3,24.5,0.7,3.409,6.81,,
T,2022-01-21 14:46:41,48.277800058,8.851048021,515.3,24.5,0.6,3.415,6.80,,
T,2022-01-21 14:46:42,48.277859437,8.851037006,515.3,24.0,0.6,3.422,6.65,,
T,2022-01-21 14:46:43,48.277917953,8.851026151,515.4,23.6,0.5,3.429,6.56,,
T,2022-01-21 14:46:44,48.277976147,8.851022741,515.4,23.3,0.5,3.435,6.48,,
T,2022-01-21 14:46:45,48.278036301,8.851019480,515.4,24.1,0.4,3.442,6.69,,
T,2022-01-21 14:46:46,48.278092921,8.851016410,515.5,22.7,0.4,3.448,6.30,,
T,2022-01-21 14:46:47,48.278146063,8.851008731,515.5,21.4,0.4,3.454,5.94,,
T,2022-01-21 14:46:48,48.278187371,8.851002769,515.5,16.6,0.4,3.459,4.61,,
T,2022-01-21 14:46:49,48.278213248,8.850978936,515.5,12.2,0.5,3.462,3.38,,
T,2022-01-21 14:46:50,48.278243189,8.850978533,515.5,12.0,0.5,3.465,3.33,,
T,2022-01-21 14:46:51,48.278273649,8.850971406,515.5,12.3,0.4,3.469,3.43,,
T,2022-01-21 14:46:52,48.278310300,8.850964707,515.6,14.8,0.3,3.473,4.11,,
T,2022-01-21 14:46:53,48.278352293,8.850962093,515.6,16.8,0.2,3.478,4.67,,
T,2022-01-21 14:46:54,48.278401640,8.850947151,515.6,20.2,0.3,3.483,5.60,,
T,2022-01-21 14:46:55,48.278451088,8.850939713,515.6,19.9,0.7,3.489,5.53,,
T,2022-01-21 14:46:56,48.278504911,8.850936160,515.7,21.6,1.0,3.495,5.99,,
T,2022-01-21 14:46:57,48.278565037,8.850931959,515.8,24.1,1.2,3.501,6.69,,
T,2022-01-21 14:46:58,48.278629640,8.850938931,515.9,25.9,1.4,3.509,7.20,,
T,2022-01-21 14:46:59,48.278685365,8.850942781,516.0,22.3,1.8,3.515,6.20,,
T,2022-01-21 14:47:00,48.278741643,8.850946386,516.1,22.5,1.6,3.521,6.26,,
T,2022-01-21 14:47:01,48.278799136,8.850957492,516.2,23.2,1.3,3.527,6.45,,
T,2022-01-21 14:47:02,48.278869280,8.850964984,516.2,28.2,0.9,3.535,7.82,,
T,2022-01-21 14:47:03,48.278943294,8.850968481,516.3,29.6,0.7,3.544,8.23,,
T,2022-01-21 14:47:04,48.279021541,8.850970464,516.3,31.3,0.5,3.552,8.70,,
T,2022-01-21 14:47:05,48.279096694,8.850964077,516.4,30.1,0.5,3.561,8.37,,
T,2022-01-21 14:47:06,48.279171954,8.850988389,516.4,30.8,0.5,3.569,8.56,,














