type,time,latitude,longitude,altitude (m),speed (km/h),slope (%),distance (km),distance_interval (m),eos,name,desc
T,2022-01-21 08:37:40,48.291787589,8.851856607,530.0,20.0,0.1,2.180,5.55,,,
T,2022-01-21 08:37:41,48.291758092,8.851795327,530.0,20.2,0.1,2.185,5.61,,,
T,2022-01-21 08:37:42,48.291721775,8.851732111,530.0,22.3,0.1,2.191,6.19,,,
T,2022-01-21 08:37:43,48.291680200,8.851668934,530.0,23.7,0.1,2.198,6.58,,,
T,2022-01-21 08:37:44,48.291635883,8.851603888,530.0,24.8,0.0,2.205,6.90,,,
T,2022-01-21 08:37:45,48.291591619,8.851538918,530.0,24.8,0.2,2.212,6.89,,,
T,2022-01-21 08:37:46,48.291553759,8.851459191,530.0,26.1,0.7,2.219,7.26,,,
T,2022-01-21 08:37:47,48.291502552,8.851399696,530.1,25.9,1.2,2.226,7.21,,,
T,2022-01-21 08:37:48,48.291451659,8.851344011,530.2,25.2,1.6,2.233,7.01,,,
T,2022-01-21 08:37:49,48.291407903,8.851280273,530.4,24.4,1.7,2.240,6.79,,,
T,2022-01-21 08:37:50,48.291367111,8.851217517,530.4,23.4,1.4,2.247,6.50,,,
T,2022-01-21 08:37:51,48.291325726,8.851153772,530.5,23.8,0.8,2.253,6.60,,,
T,2022-01-21 08:37:52,48.291288256,8.851084675,530.5,23.8,0.4,2.260,6.61,,,
T,2022-01-21 08:37:53,48.291250557,8.851009024,530.5,25.2,0.4,2.267,7.01,,,
T,2022-01-21 08:37:54,48.291210674,8.850932198,530.6,26.0,0.7,2.274,7.22,,,
T,2022-01-21 08:37:55,48.291173702,8.850856775,530.7,25.0,1.1,2.281,6.94,,,
T,2022-01-21 08:37:56,48.291139670,8.850788889,530.8,22.7,1.5,2.287,6.30,,,
T,2022-01-21 08:37:57,48.291111841,8.850736591,530.9,17.9,1.7,2.292,4.96,,,
T,2022-01-21 08:37:58,48.291090035,8.850696940,530.9,13.7,1.5,2.296,3.81,,,
T,2022-01-21 08:37:59,48.291077312,8.850661728,530.9,10.7,0.7,2.299,2.97,,,
T,2022-01-21 08:38:00,48.291051377,8.850645826,530.9,11.2,-0.4,2.302,3.12,,,
T,2022-01-21 08:38:02,48.291032671,8.850600942,530.8,7.1,-2.2,2.306,3.93,,,
T,2022-01-21 08:38:03,48.291037984,8.850564628,530.8,9.9,-2.2,2.309,2.76,,,
T,2022-01-21 08:38:04,48.291035270,8.850531028,530.7,9.0,-2.9,2.311,2.51,,,
T,2022-01-21 08:38:05,48.291028885,8.850477679,530.6,14.5,-1.8,2.315,4.02,,,
T,2022-01-21 08:38:06,48.291028453,8.850405417,530.6,19.3,-1.2,2.321,5.36,,,
T,2022-01-21 08:38:07,48.291019731,8.850331880,530.5,20.0,-1.1,2.326,5.54,,,
T,2022-01-21 08:38:08,48.290997947,8.850269298,530.4,18.9,-1.0,2.331,5.24,,,
T,2022-01-21 08:38:09,48.290966192,8.850224230,530.4,17.5,-1.0,2.336,4.86,,,
T,2022-01-21 08:38:10,48.290924449,8.850198637,530.4,18.1,-0.8,2.341,5.02,,,
T,2022-01-21 08:38:11,48.290882734,8.850162407,530.3,19.3,-0.7,2.347,5.36,,,
T,2022-01-21 08:38:12,48.290841966,8.850112322,530.3,21.1,-0.6,2.353,5.86,,,
T,2022-01-21 08:38:13,48.290806635,8.850049274,530.3,22.0,-0.5,2.359,6.11,,,
T,2022-01-21 08:38:14,48.290777862,8.849968481,530.2,24.5,-0.4,2.365,6.80,,,
T,2022-01-21 08:38:15,48.290750490,8.849874153,530.2,27.5,-0.3,2.373,7.63,,,
T,2022-01-21 08:38:16,48.290722565,8.849772968,530.2,29.3,0.1,2.381,8.13,,,
T,2022-01-21 08:38:17,48.290688394,8.849667055,530.3,31.4,0.5,2.390,8.73,,,
T,2022-01-21 08:38:18,48.290657334,8.849556259,530.4,32.1,1.1,2.399,8.92,,,
T,2022-01-21 08:38:19,48.290626114,8.849446727,530.5,31.8,1.6,2.408,8.84,,,
T,2022-01-21 08:38:20,48.290594512,8.849337882,530.7,31.7,1.9,2.417,8.81,,,
T,2022-01-21 08:38:21,48.290564011,8.849229518,530.8,31.4,1.7,2.425,8.73,,,
T,2022-01-21 08:38:22,48.290532538,8.849123025,531.0,31.1,1.5,2.434,8.64,,,
T,2022-01-21 08:38:23,48.290505040,8.849017407,531.1,30.3,1.4,2.442,8.41,,,
T,2022-01-21 08:38:24,48.290484391,8.848912828,531.2,29.1,1.3,2.450,8.09,,,
T,2022-01-21 08:38:25,48.290465535,8.848809845,531.3,28.5,1.2,2.458,7.92,,,
T,2022-01-21 08:38:26,48.290442566,8.848714803,531.4,27.0,1.1,2.466,7.50,,,
T,2022-01-21 08:38:27,48.290423348,8.848632467,531.4,23.3,1.2,2.472,6.47,,,
T,2022-01-21 08:38:28,48.290408886,8.848569836,531.5,17.7,1.4,2.477,4.92,,,
T,2022-01-21 08:38:29,48.290393609,8.848524405,531.6,13.6,2.0,2.481,3.78,,,
T,2022-01-21 08:38:30,48.290381900,8.848482517,531.7,12.1,2.7,2.484,3.37,,,
T,2022-01-21 08:38:31,48.290371676,8.848442441,531.8,11.5,3.3,2.488,3.18,,,
T,2022-01-21 08:38:32,48.290358776,8.848399919,531.9,12.5,3.4,2.491,3.47,,,
T,2022-01-21 08:38:33,48.290351915,8.848350686,532.0,13.4,3.6,2.495,3.73,,,
T,2022-01-21 08:38:34,48.290340380,8.848305845,532.2,12.8,4.3,2.498,3.57,,,
T,2022-01-21 08:38:35,48.290325530,8.848264222,532.3,12.6,4.5,2.502,3.50,,,
T,2022-01-21 08:38:36,48.290314675,8.848226780,532.5,10.9,5.0,2.505,3.03,,,
T,2022-01-21 08:38:38,48.290262022,8.848263519,532.8,11.6,4.5,2.511,6.46,,,
T,2022-01-21 08:38:39,48.290214838,8.848275696,532.9,19.2,2.7,2.517,5.32,,,
T,2022-01-21 08:38:40,48.290162337,8.848289244,533.1,21.3,2.2,2.523,5.92,,,
T,2022-01-21 08:38:41,48.290105772,8.848303841,533.2,23.0,1.8,2.529,6.38,,,
T,2022-01-21 08:38:42,48.290050530,8.848318097,533.3,22.4,1.6,2.535,6.23,,,
T,2022-01-21 08:38:43,48.289994203,8.848332633,533.4,22.9,1.4,2.542,6.36,,,
T,2022-01-21 08:38:44,48.289943261,8.848345780,533.4,20.7,1.4,2.547,5.75,,,
T,2022-01-21 08:38:45,48.289899845,8.848356984,533.5,17.6,1.5,2.552,4.90,,,
T,2022-01-21 08:38:46,48.289867128,8.848365427,533.6,13.3,1.8,2.556,3.69,,,
T,2022-01-21 08:38:47,48.289840844,8.848372210,533.6,10.7,2.0,2.559,2.97,,,
T,2022-01-21 08:38:48,48.289819258,8.848377780,533.7,8.8,2.1,2.561,2.44,,,
T,2022-01-21 08:38:50,48.289790992,8.848385074,533.8,5.7,2.7,2.564,3.19,,,
T,2022-01-21 08:38:52,48.289786370,8.848386267,533.8,0.9,13.3,2.565,0.52,,,
T,2022-01-21 08:39:02,48.289764281,8.848373904,534.0,0.9,7.0,2.568,2.62,,,
T,2022-01-21 08:39:03,48.289743984,8.848376166,534.0,8.1,0.4,2.570,2.26,,,
T,2022-01-21 08:39:04,48.289718970,8.848383021,534.0,10.2,0.3,2.573,2.83,,,
T,2022-01-21 08:39:05,48.289696137,8.848394511,534.1,9.6,0.4,2.575,2.68,,,
T,2022-01-21 08:39:06,48.289675439,8.848402782,534.1,8.6,1.1,2.578,2.38,,,
T,2022-01-21 08:39:07,48.289658410,8.848420157,534.1,8.2,1.7,2.580,2.29,,,
T,2022-01-21 08:39:08,48.289639514,8.848431115,534.2,8.1,2.2,2.582,2.25,,,
T,2022-01-21 08:39:09,48.289616603,8.848450382,534.2,10.5,2.0,2.585,2.92,,,
T,2022-01-21 08:39:10,48.289589968,8.848464122,534.3,11.3,2.2,2.588,3.13,,,
T,2022-01-21 08:39:11,48.289560846,8.848479282,534.4,12.3,2.4,2.592,3.43,,,
T,2022-01-21 08:39:12,48.289526966,8.848466010,534.5,14.0,2.5,2.596,3.89,,,
T,2022-01-21 08:39:13,48.289489268,8.848475846,534.6,15.3,2.6,2.600,4.25,,,
T,2022-01-21 08:39:14,48.289454155,8.848485008,534.7,14.3,3.2,2.604,3.96,,,
T,2022-01-21 08:39:15,48.289431075,8.848590219,534.9,29.6,1.7,2.612,8.22,,,
T,2022-01-21 08:39:16,48.289411187,8.848659281,535.0,20.1,2.7,2.618,5.58,,,
T,2022-01-21 08:39:17,48.289395818,8.848735491,535.2,21.3,2.5,2.624,5.91,,,
T,2022-01-21 08:39:18,48.289379854,8.848820155,535.3,23.5,2.2,2.630,6.53,,,
T,2022-01-21 08:39:19,48.289359807,8.848910477,535.4,25.4,2.0,2.637,7.06,,,
T,2022-01-21 08:39:20,48.289339096,8.849004468,535.6,26.4,1.9,2.645,7.35,,,
T,2022-01-21 08:39:21,48.289318077,8.849101740,535.7,27.3,1.9,2.652,7.59,,,
T,2022-01-21 08:39:22,48.289298597,8.849201860,535.9,27.9,1.9,2.660,7.74,,,
T,2022-01-21 08:39:23,48.289280204,8.849293857,536.0,25.7,1.7,2.667,7.13,,,
T,2022-01-21 08:39:24,48.289265434,8.849378400,536.1,23.3,0.8,2.673,6.49,,,
T,2022-01-21 08:39:25,48.289253943,8.849459211,536.0,22.1,-0.1,2.680,6.13,,,
T,2022-01-21 08:39:26,48.289234774,8.849535698,536.0,21.8,-0.8,2.686,6.06,,,
T,2022-01-21 08:39:27,48.289222453,8.849617173,536.0,22.3,-0.6,2.692,6.20,,,
T,2022-01-21 08:39:28,48.289210756,8.849696294,535.9,21.6,-0.4,2.698,6.01,,,
T,2022-01-21 08:39:29,48.289202350,8.849779808,535.9,22.6,-0.2,2.704,6.27,,,
T,2022-01-21 08:39:30,48.289194706,8.849862204,535.9,22.2,-0.6,2.710,6.17,,,
T,2022-01-21 08:39:31,48.289182383,8.849944714,535.8,22.6,-1.4,2.717,6.27,,,
T,2022-01-21 08:39:32,48.289177319,8.850030346,535.7,23.0,-2.1,2.723,6.38,,,
T,2022-01-21 08:39:33,48.289182558,8.850126077,535.5,25.7,-2.6,2.730,7.13,,,
T,2022-01-21 08:39:34,48.289142804,8.850203798,535.3,26.2,-3.2,2.737,7.27,,,
T,2022-01-21 08:39:35,48.289124423,8.850307248,535.0,28.6,-3.5,2.745,7.94,,,
T,2022-01-21 08:39:36,48.289074497,8.850393451,534.7,30.5,-3.8,2.754,8.47,,,
T,2022-01-21 08:39:37,48.289041377,8.850487467,534.3,28.4,-4.6,2.762,7.89,,,
T,2022-01-21 08:39:38,48.289012984,8.850579792,533.9,27.2,-5.3,2.769,7.54,,,
T,2022-01-21 08:39:39,48.288986753,8.850665653,533.5,25.2,-6.0,2.776,7.01,,,
T,2022-01-21 08:39:40,48.288898592,8.850681507,533.0,35.5,-4.3,2.786,9.87,,,
T,2022-01-21 08:39:41,48.288872508,8.850727078,532.6,16.0,-9.7,2.791,4.46,,,
T,2022-01-21 08:39:42,48.288855210,8.850747793,532.2,8.9,-18.0,2.793,2.46,,,
T,2022-01-21 08:39:43,48.288811267,8.850784327,531.7,20.1,-7.9,2.799,5.59,,,
T,2022-01-21 08:39:44,48.288785878,8.850786996,531.3,10.2,-15.0,2.801,2.83,,,
T,2022-01-21 08:39:45,48.288748123,8.850798248,530.9,15.4,-9.7,2.806,4.28,,,
T,2022-01-21 08:39:46,48.288701778,8.850805371,530.5,18.6,-8.0,2.811,5.18,,,
T,2022-01-21 08:39:47,48.288650103,8.850814303,530.1,20.8,-7.1,2.817,5.78,,,
T,2022-01-21 08:39:48,48.288584941,8.850810867,529.7,26.1,-5.7,2.824,7.25,,,
T,2022-01-21 08:39:49,48.288527574,8.850809448,529.2,23.0,-6.6,2.830,6.38,,,
T,2022-01-21 08:39:50,48.288463247,8.850801192,528.8,25.8,-5.9,2.837,7.18,,,
T,2022-01-21 08:39:51,48.288401613,8.850791002,528.4,24.8,-6.3,2.844,6.90,,,
T,2022-01-21 08:39:52,48.288341297,8.850770520,527.9,24.8,-6.3,2.851,6.88,,,
T,2022-01-21 08:39:53,48.288284164,8.850751117,527.5,23.5,-6.6,2.858,6.51,,,
T,2022-01-21 08:39:54,48.288226624,8.850740575,527.2,23.2,-5.5,2.864,6.45,,,
T,2022-01-21 08:39:55,48.288171593,8.850722893,526.9,22.5,-4.5,2.870,6.26,,,
T,2022-01-21 08:39:56,48.288099742,8.850656284,526.6,33.8,-2.5,2.880,9.39,,,
T,2022-01-21 08:39:57,48.287966956,8.850660492,526.4,53.2,-1.5,2.895,14.77,,,
T,2022-01-21 08:39:58,48.287930490,8.850726920,526.2,23.0,-3.5,2.901,6.38,,,
T,2022-01-21 08:39:59,48.287879662,8.850856454,525.9,40.1,-2.4,2.912,11.15,,,
T,2022-01-21 08:40:00,48.287870303,8.850925844,525.6,18.9,-6.1,2.917,5.25,,,
T,2022-01-21 08:40:01,48.287882851,8.851009065,525.3,22.8,-5.6,2.924,6.33,,,
T,2022-01-21 08:40:02,48.287879335,8.851067187,524.9,15.6,-8.8,2.928,4.33,,,
T,2022-01-21 08:40:03,48.287875923,8.851123594,524.5,15.1,-9.4,2.932,4.20,,,
T,2022-01-21 08:40:04,48.287872491,8.851180334,524.1,15.2,-9.3,2.937,4.23,,,
T,2022-01-21 08:40:05,48.287863099,8.851188901,523.7,4.4,-30.2,2.938,1.22,,,
T,2022-01-21 08:40:06,48.287811263,8.851196805,523.4,20.9,-6.1,2.944,5.79,,,
T,2022-01-21 08:40:07,48.287746193,8.851207107,523.0,26.2,-4.9,2.951,7.28,,,
T,2022-01-21 08:40:08,48.287669904,8.851219297,522.7,30.7,-4.1,2.959,8.53,,,
T,2022-01-21 08:40:09,48.287584690,8.851232913,522.4,34.3,-3.3,2.969,9.53,,,
T,2022-01-21 08:40:10,48.287495843,8.851247110,522.1,35.8,-2.8,2.979,9.94,,,
T,2022-01-21 08:40:11,48.287406539,8.851261379,521.8,36.0,-2.5,2.989,9.99,,,
T,2022-01-21 08:40:12,48.287320072,8.851275196,521.5,34.8,-2.9,2.998,9.67,,,
T,2022-01-21 08:40:13,48.287239791,8.851288024,521.2,32.3,-3.6,3.007,8.98,,,
T,2022-01-21 08:40:14,48.287172471,8.851298781,520.9,27.1,-4.7,3.015,7.53,,,
T,2022-01-21 08:40:15,48.287120045,8.851307487,520.5,21.1,-6.3,3.021,5.87,,,
T,2022-01-21 08:40:16,48.287074815,8.851314976,520.1,18.2,-7.3,3.026,5.06,,,
T,2022-01-21 08:40:17,48.287033687,8.851321785,519.8,16.6,-7.9,3.030,4.60,,,
T,2022-01-21 08:40:18,48.286999766,8.851326836,519.4,13.6,-9.4,3.034,3.79,,,
T,2022-01-21 08:40:19,48.286978189,8.851330239,519.1,8.7,-14.5,3.037,2.41,,,
T,2022-01-21 08:40:26,48.286957634,8.851351601,517.4,1.4,-61.2,3.039,2.78,,,
T,2022-01-21 08:40:28,48.286948958,8.851324473,517.1,4.0,-11.8,3.042,2.23,,,
T,2022-01-21 08:40:30,48.286945709,8.851294871,516.9,4.0,-8.0,3.044,2.23,,,
T,2022-01-21 08:40:33,48.286923040,8.851293575,516.8,3.0,-6.2,3.046,2.52,,,
T,2022-01-21 08:40:34,48.286899160,8.851307799,516.7,10.3,-1.7,3.049,2.86,,,
T,2022-01-21 08:40:35,48.286864927,8.851325433,516.7,14.5,-1.4,3.053,4.03,,,
T,2022-01-21 08:40:36,48.286820273,8.851343718,516.6,18.5,-1.3,3.058,5.15,,,
T,2022-01-21 08:40:37,48.286771654,8.851362188,516.5,20.1,-1.4,3.064,5.58,,,
T,2022-01-21 08:40:38,48.286717656,8.851381566,516.4,22.2,-1.3,3.070,6.17,,,
T,2022-01-21 08:40:39,48.286657959,8.851358631,516.3,24.7,-1.2,3.077,6.85,,,
T,2022-01-21 08:40:40,48.286591360,8.851360746,516.3,26.7,-1.0,3.085,7.41,,,
T,2022-01-21 08:40:41,48.286515891,8.851363142,516.2,30.2,-0.8,3.093,8.39,,,
T,2022-01-21 08:40:42,48.286436128,8.851365674,516.1,31.9,-0.7,3.102,8.87,,,
T,2022-01-21 08:40:43,48.286352550,8.851386166,516.1,33.9,-0.6,3.111,9.42,,,
T,2022-01-21 08:40:44,48.286261729,8.851380256,516.0,36.4,-0.7,3.121,10.11,,,
T,2022-01-21 08:40:45,48.286170738,8.851342422,515.9,37.8,-1.3,3.132,10.50,,,
T,2022-01-21 08:40:46,48.286072620,8.851326336,515.7,39.5,-1.7,3.143,10.98,,,
T,2022-01-21 08:40:47,48.285966913,8.851330607,515.5,42.3,-1.9,3.155,11.76,,,
T,2022-01-21 08:40:48,48.285866005,8.851296086,515.3,41.4,-1.7,3.166,11.51,,,
T,2022-01-21 08:40:49,48.285768646,8.851249791,515.1,40.9,-1.6,3.177,11.36,,,
T,2022-01-21 08:40:50,48.285671134,8.851192545,514.9,41.9,-1.4,3.189,11.65,,,
T,2022-01-21 08:40:51,48.285577101,8.851126761,514.8,41.5,-1.2,3.201,11.54,,,
T,2022-01-21 08:40:52,48.285485784,8.851057924,514.7,40.9,-1.1,3.212,11.37,,,
T,2022-01-21 08:40:53,48.285395090,8.850985141,514.5,41.2,-1.4,3.223,11.44,,,
T,2022-01-21 08:40:54,48.285314832,8.850911009,514.3,37.7,-2.1,3.234,10.48,,,
T,2022-01-21 08:40:55,48.285241744,8.850828895,514.0,36.6,-2.5,3.244,10.16,,,
T,2022-01-21 08:40:56,48.285173138,8.850751369,513.8,34.4,-2.7,3.254,9.56,,,
T,2022-01-21 08:40:57,48.285112243,8.850667677,513.6,33.1,-1.9,3.263,9.19,,,
T,2022-01-21 08:40:58,48.285057335,8.850587403,513.5,30.7,-1.1,3.271,8.53,,,
T,2022-01-21 08:40:59,48.285013563,8.850509827,513.5,27.1,-0.3,3.279,7.54,,,
T,2022-01-21 08:41:00,48.284978001,8.850437259,513.5,24.1,0.2,3.286,6.68,,,
T,2022-01-21 08:41:01,48.284952327,8.850374222,513.5,19.7,0.2,3.291,5.48,,,
T,2022-01-21 08:41:02,48.284931335,8.850318625,513.5,17.1,0.2,3.296,4.74,,,
T,2022-01-21 08:41:03,48.284913205,8.850268711,513.5,15.2,0.2,3.300,4.22,,,
T,2022-01-21 08:41:04,48.284899555,8.850228817,513.5,12.0,0.3,3.303,3.33,,,
T,2022-01-21 08:41:05,48.284888555,8.850196534,513.5,9.7,0.3,3.306,2.69,,,
T,2022-01-21 08:41:07,48.284881266,8.850168412,513.6,4.0,0.6,3.308,2.24,,,
T,2022-01-21 08:41:14,48.284858086,8.850148502,513.6,1.5,1.0,3.311,2.97,,,
T,2022-01-21 08:41:15,48.284853253,8.850071407,513.6,20.7,0.0,3.317,5.75,,,
T,2022-01-21 08:41:16,48.284873641,8.849994273,513.6,22.2,0.0,3.323,6.16,,,
T,2022-01-21 08:41:17,48.284883451,8.849894494,513.6,26.9,0.1,3.331,7.48,,,
T,2022-01-21 08:41:18,48.284912367,8.849790654,513.6,30.1,0.5,3.339,8.35,,,
T,2022-01-21 08:41:19,48.284951831,8.849668601,513.7,36.2,1.0,3.349,10.06,,,
T,2022-01-21 08:41:20,48.284988559,8.849532630,513.9,39.2,1.5,3.360,10.89,,,
T,2022-01-21 08:41:21,48.285018866,8.849377327,514.1,43.2,1.5,3.372,12.01,,,
T,2022-01-21 08:41:22,48.285043120,8.849210818,514.3,45.5,1.4,3.385,12.65,,,
T,2022-01-21 08:41:23,48.285056361,8.849035600,514.4,47.1,1.3,3.398,13.09,,,
T,2022-01-21 08:41:24,48.285063346,8.848851903,514.6,49.2,1.3,3.411,13.65,,,
T,2022-01-21 08:41:25,48.285065586,8.848660665,514.8,51.1,1.3,3.425,14.19,,,
T,2022-01-21 08:41:26,48.285065122,8.848459749,515.1,53.7,2.1,3.440,14.91,,,
T,2022-01-21 08:41:27,48.285059676,8.848256431,515.4,54.4,2.2,3.455,15.10,,,
T,2022-01-21 08:41:28,48.285047295,8.848050972,515.7,55.1,2.0,3.471,15.31,,,
T,2022-01-21 08:41:29,48.285024508,8.847849150,516.0,54.7,1.9,3.486,15.19,,,
T,2022-01-21 08:41:30,48.284993538,8.847646559,516.4,55.5,2.3,3.501,15.42,,,
T,2022-01-21 08:41:31,48.284952058,8.847444232,516.7,56.5,2.3,3.517,15.71,,,
T,2022-01-21 08:41:32,48.284904280,8.847244228,517.0,56.8,1.9,3.533,15.77,,,
T,2022-01-21 08:41:33,48.284853454,8.847046061,517.3,56.7,1.8,3.549,15.76,,,
T,2022-01-21 08:41:34,48.284800346,8.846846519,517.6,57.4,2.0,3.565,15.94,,,
T,2022-01-21 08:41:35,48.284741653,8.846648838,517.9,57.8,1.8,3.581,16.06,,,
T,2022-01-21 08:41:36,48.284679058,8.846449446,518.2,58.9,1.4,3.597,16.35,,,
T,2022-01-21 08:41:37,48.284621244,8.846246244,518.5,59.0,1.9,3.613,16.39,,,
T,2022-01-21 08:41:38,48.284560247,8.846042237,518.8,59.7,1.7,3.630,16.59,,,
T,2022-01-21 08:41:39,48.284500841,8.845837129,519.0,59.7,1.4,3.647,16.59,,,
T,2022-01-21 08:41:40,48.284442077,8.845632314,519.3,59.6,1.8,3.663,16.55,,,
T,2022-01-21 08:41:41,48.284385471,8.845425695,519.5,59.7,1.6,3.680,16.58,,,
T,2022-01-21 08:41:42,48.284334399,8.845216063,519.8,59.6,1.5,3.696,16.56,,,
T,2022-01-21 08:41:43,48.284286275,8.845004926,520.1,59.6,1.6,3.713,16.56,,,
T,2022-01-21 08:41:44,48.284242241,8.844791412,520.4,59.7,2.3,3.729,16.59,,,
T,2022-01-21 08:41:45,48.284200246,8.844576396,520.8,59.9,2.2,3.746,16.63,,,
T,2022-01-21 08:41:46,48.284159300,8.844359097,521.1,60.3,2.0,3.763,16.76,,,
T,2022-01-21 08:41:47,48.284129013,8.844139229,521.4,60.0,1.8,3.779,16.66,,,
T,2022-01-21 08:41:48,48.284098015,8.843918641,521.7,60.2,1.8,3.796,16.73,,,
T,2022-01-21 08:41:49,48.284076934,8.843694957,522.2,60.4,2.5,3.813,16.77,,,
T,2022-01-21 08:41:50,48.284059049,8.843470414,522.6,60.4,2.4,3.830,16.78,,,
T,2022-01-21 08:41:51,48.284051765,8.843251514,522.9,58.6,2.2,3.846,16.27,,,
T,2022-01-21 08:41:52,48.284039843,8.843039412,523.3,56.9,2.3,3.862,15.80,,,
T,2022-01-21 08:41:53,48.284031119,8.842829553,523.7,56.2,2.6,3.877,15.60,,,
T,2022-01-21 08:41:54,48.284029796,8.842626916,524.1,54.1,2.9,3.892,15.04,,,
T,2022-01-21 08:41:55,48.284019647,8.842416874,524.5,56.3,2.6,3.908,15.63,,,
T,2022-01-21 08:41:56,48.284002117,8.842238433,524.9,48.2,3.0,3.921,13.39,,,
T,2022-01-21 08:41:57,48.284012221,8.842059192,525.3,48.1,3.0,3.935,13.35,,,
T,2022-01-21 08:41:58,48.284001907,8.841901720,525.8,42.3,3.8,3.947,11.74,,,
T,2022-01-21 08:41:59,48.284004851,8.841757645,526.2,38.5,4.3,3.957,10.70,,,
T,2022-01-21 08:42:00,48.284010839,8.841629999,526.7,34.2,4.9,3.967,9.50,,,
T,2022-01-21 08:42:01,48.284002864,8.841526523,527.2,27.8,6.2,3.974,7.73,,,
T,2022-01-21 08:42:02,48.284005153,8.841446785,527.7,21.3,8.4,3.980,5.92,,,
T,2022-01-21 08:42:03,48.283991981,8.841397381,528.2,14.2,13.0,3.984,3.95,,,
T,2022-01-21 08:42:04,48.284001253,8.841369031,528.7,8.4,20.9,3.987,2.34,,,
T,2022-01-21 08:42:07,48.283980644,8.841345619,529.9,3.5,42.0,3.990,2.88,,,
T,2022-01-21 08:42:08,48.283962282,8.841305962,530.2,12.9,8.6,3.993,3.58,,,
T,2022-01-21 08:42:11,48.283974664,8.841249840,530.9,5.3,15.8,3.998,4.39,,,
T,2022-01-21 08:42:12,48.283988324,8.841225922,531.1,8.4,8.3,4.000,2.34,,,
T,2022-01-21 08:42:13,48.283964292,8.841185291,531.3,14.5,4.6,4.004,4.03,,,
T,2022-01-21 08:42:14,48.283955114,8.841148618,531.4,10.5,5.1,4.007,2.91,,,
T,2022-01-21 08:42:15,48.283955883,8.841053452,531.5,25.4,1.8,4.014,7.06,,,
T,2022-01-21 08:42:16,48.283915646,8.841012740,531.7,19.4,2.2,4.019,5.40,,,
T,2022-01-21 08:42:17,48.283871780,8.841063747,531.7,22.2,1.2,4.025,6.17,,,
T,2022-01-21 08:42:18,48.283808415,8.841038836,531.8,26.2,0.5,4.033,7.28,,,
T,2022-01-21 08:42:19,48.283745615,8.841063793,531.8,26.0,0.4,4.040,7.22,,,
T,2022-01-21 08:42:20,48.283676493,8.841075736,531.8,27.9,0.4,4.048,7.74,,,
T,2022-01-21 08:42:21,48.283613763,8.841078977,531.9,25.1,0.4,4.055,6.98,,,
T,2022-01-21 08:42:22,48.283537387,8.841077161,531.9,30.6,0.3,4.063,8.49,,,
T,2022-01-21 08:42:23,48.283470800,8.841074741,531.9,26.7,0.3,4.071,7.41,,,
T,2022-01-21 08:42:24,48.283401633,8.841070604,531.9,27.7,0.2,4.078,7.70,,,
T,2022-01-21 08:42:25,48.283337617,8.841079689,531.9,25.7,0.2,4.085,7.15,,,
T,2022-01-21 08:42:26,48.283287078,8.841080570,531.9,20.2,0.3,4.091,5.62,,,
T,2022-01-21 08:42:27,48.283241262,8.841023924,532.0,23.8,0.2,4.098,6.61,,,
T,2022-01-21 08:42:28,48.283179307,8.841054503,532.0,26.1,0.4,4.105,7.25,,,
T,2022-01-21 08:42:29,48.283135130,8.841044314,532.0,17.9,0.6,4.110,4.97,,,
T,2022-01-21 08:42:30,48.283100522,8.841039791,532.0,13.9,0.6,4.114,3.86,,,
T,2022-01-21 08:42:31,48.283079272,8.841056631,532.1,9.6,1.0,4.116,2.67,,,
T,2022-01-21 08:42:32,48.283058006,8.841034236,532.1,10.4,1.3,4.119,2.89,,,
T,2022-01-21 08:42:33,48.283035141,8.841086562,532.1,16.7,0.5,4.124,4.64,,,
T,2022-01-21 08:42:34,48.283003150,8.841103424,532.2,13.6,0.7,4.128,3.77,,,
T,2022-01-21 08:42:35,48.282951523,8.841139928,532.2,22.9,0.5,4.134,6.35,,,
T,2022-01-21 08:42:36,48.282892644,8.841190762,532.3,27.2,0.8,4.142,7.56,,,
T,2022-01-21 08:42:37,48.282832287,8.841240147,532.3,27.5,0.9,4.149,7.65,,,
T,2022-01-21 08:42:38,48.282767576,8.841281753,532.4,28.2,0.8,4.157,7.83,,,
T,2022-01-21 08:42:39,48.282711521,8.841322443,532.4,24.9,0.8,4.164,6.93,,,
T,2022-01-21 08:42:40,48.282654084,8.841374897,532.5,26.9,0.7,4.171,7.48,,,
T,2022-01-21 08:42:41,48.282611543,8.841437407,532.6,23.9,0.9,4.178,6.63,,,
T,2022-01-21 08:42:42,48.282542051,8.841498213,532.6,32.2,0.6,4.187,8.95,,,
T,2022-01-21 08:42:43,48.282490988,8.841569257,532.6,27.9,0.3,4.195,7.75,,,
T,2022-01-21 08:42:44,48.282423345,8.841606794,532.6,28.9,0.2,4.203,8.02,,,
T,2022-01-21 08:42:45,48.282380957,8.841645566,532.6,19.9,-0.9,4.208,5.52,,,
T,2022-01-21 08:42:46,48.282353777,8.841752459,532.5,30.6,-0.7,4.217,8.49,,,
T,2022-01-21 08:42:47,48.282333570,8.841811549,532.5,17.7,-1.0,4.222,4.93,,,
T,2022-01-21 08:42:48,48.282306971,8.841838503,532.4,12.9,-1.3,4.225,3.57,,,
T,2022-01-21 08:42:49,48.282286520,8.841866067,532.4,11.0,-1.3,4.228,3.06,,,
