type,time,latitude,longitude,altitude (m),speed (km/h),slope (%),distance (km),distance_interval (m),name,desc
T,2022-01-21 09:18:16,48.279195502,8.850323979,517.7,,,0.000,,3_Linie14-Linie24,
T,2022-01-21 09:18:18,48.279157384,8.850322394,517.7,7.6,0.0,0.004,4.24,,
T,2022-01-21 09:18:19,48.279132177,8.850321345,517.7,10.1,0.0,0.007,2.80,,
T,2022-01-21 09:18:20,48.279102478,8.850320110,517.7,11.9,0.0,0.010,3.30,,
T,2022-01-21 09:18:21,48.279072291,8.850318855,517.7,12.1,0.0,0.014,3.36,,
T,2022-01-21 09:18:22,48.279046741,8.850317792,517.7,10.2,0.0,0.017,2.84,,
T,2022-01-21 09:18:23,48.279022671,8.850316791,517.7,9.6,0.0,0.019,2.68,,
T,2022-01-21 09:18:24,48.278999673,8.850315576,517.7,9.2,0.0,0.022,2.56,,
T,2022-01-21 09:18:25,48.278971957,8.850313367,517.7,11.1,0.0,0.025,3.09,,
T,2022-01-21 09:18:26,48.278944350,8.850311166,517.7,11.1,0.0,0.028,3.07,,
T,2022-01-21 09:18:27,48.278914769,8.850308808,517.7,11.9,0.0,0.031,3.29,,
T,2022-01-21 09:18:28,48.278881662,8.850306170,517.7,13.3,0.0,0.035,3.69,,
T,2022-01-21 09:18:29,48.278851754,8.850303786,517.7,12.0,0.0,0.038,3.33,,
T,2022-01-21 09:18:30,48.278819857,8.850301243,517.7,12.8,0.0,0.042,3.55,,
T,2022-01-21 09:18:31,48.278786198,8.850298561,517.7,13.5,0.0,0.046,3.75,,
T,2022-01-21 09:18:32,48.278758502,8.850296353,517.7,11.1,0.0,0.049,3.08,,
T,2022-01-21 09:18:33,48.278737902,8.850294711,517.7,8.3,0.0,0.051,2.29,,
T,2022-01-21 09:18:34,48.278720045,8.850300485,517.7,7.3,0.0,0.053,2.03,,
T,2022-01-21 09:18:35,48.278715884,8.850626482,517.7,87.1,0.0,0.077,24.20,,
T,2022-01-21 09:18:36,48.278709351,8.850663179,517.7,10.1,0.0,0.080,2.82,,
T,2022-01-21 09:18:37,48.278710338,8.850691557,517.7,7.6,0.0,0.082,2.11,,
T,2022-01-21 09:18:39,48.278712442,8.850746211,517.7,7.3,0.0,0.086,4.06,,
T,2022-01-21 09:18:40,48.278709008,8.850778850,517.7,8.8,0.0,0.089,2.45,,
T,2022-01-21 09:18:41,48.278695426,8.850814379,517.7,10.9,0.0,0.092,3.04,,
T,2022-01-21 09:18:42,48.278665772,8.850815259,517.7,11.9,0.0,0.095,3.30,,
T,2022-01-21 09:18:43,48.278627744,8.850810141,517.7,15.3,0.0,0.099,4.25,,
T,2022-01-21 09:18:44,48.278586235,8.850801721,517.7,16.8,0.0,0.104,4.66,,
T,2022-01-21 09:18:45,48.278540058,8.850793738,517.7,18.6,-0.3,0.109,5.17,,
T,2022-01-21 09:18:46,48.278493118,8.850832350,517.7,21.4,-0.7,0.115,5.95,,
T,2022-01-21 09:18:47,48.278438988,8.850841372,517.6,21.8,-1.4,0.121,6.06,,
T,2022-01-21 09:18:48,48.278379495,8.850826402,517.4,24.1,-1.8,0.128,6.71,,
T,2022-01-21 09:18:49,48.278329992,8.850877235,517.3,24.0,-2.2,0.134,6.67,,
T,2022-01-21 09:18:50,48.278284058,8.850915917,517.1,21.1,-2.9,0.140,5.86,,
T,2022-01-21 09:18:51,48.278238230,8.850935334,517.0,19.1,-3.0,0.146,5.30,,
T,2022-01-21 09:18:52,48.278192896,8.850950916,516.8,18.6,-2.7,0.151,5.17,,
T,2022-01-21 09:18:53,48.278144369,8.850964989,516.7,19.8,-2.3,0.156,5.50,,
T,2022-01-21 09:18:54,48.278092992,8.850974001,516.6,20.7,-2.0,0.162,5.75,,
T,2022-01-21 09:18:55,48.278041107,8.850972432,516.5,20.8,-1.7,0.168,5.77,,
T,2022-01-21 09:18:56,48.277988897,8.850971546,516.4,20.9,-1.5,0.174,5.81,,
T,2022-01-21 09:18:57,48.277936417,8.850968982,516.3,21.0,-1.4,0.179,5.84,,
T,2022-01-21 09:18:58,48.277884254,8.850976758,516.3,21.0,-1.2,0.185,5.83,,
T,2022-01-21 09:18:59,48.277833742,8.850989009,516.2,20.5,-1.1,0.191,5.69,,
T,2022-01-21 09:19:00,48.277785068,8.851000312,516.1,19.7,-1.0,0.196,5.48,,
T,2022-01-21 09:19:01,48.277731179,8.851016913,516.1,22.0,-0.8,0.203,6.12,,
T,2022-01-21 09:19:02,48.277671578,8.851029242,516.0,24.1,-0.7,0.209,6.69,,
T,2022-01-21 09:19:03,48.277613020,8.851041539,516.0,23.7,-0.6,0.216,6.58,,
T,2022-01-21 09:19:04,48.277555884,8.851043119,516.0,22.9,-0.6,0.222,6.35,,
T,2022-01-21 09:19:05,48.277495592,8.851053711,515.9,24.3,-0.5,0.229,6.75,,
T,2022-01-21 09:19:06,48.277437272,8.851069635,515.9,23.7,-0.4,0.235,6.59,,
T,2022-01-21 09:19:07,48.277379259,8.851077059,515.9,23.3,-0.4,0.242,6.47,,
T,2022-01-21 09:19:08,48.277322714,8.851082741,515.8,22.7,-0.4,0.248,6.30,,
T,2022-01-21 09:19:09,48.277263189,8.851079650,515.8,23.8,-0.3,0.255,6.62,,
T,2022-01-21 09:19:10,48.277206967,8.851089486,515.8,22.7,-0.3,0.261,6.29,,
T,2022-01-21 09:19:11,48.277152177,8.851097469,515.8,22.0,-0.3,0.267,6.12,,
T,2022-01-21 09:19:12,48.277094726,8.851105840,515.8,23.1,-0.4,0.274,6.42,,
T,2022-01-21 09:19:13,48.277033162,8.851116644,515.7,24.8,-0.4,0.281,6.89,,
T,2022-01-21 09:19:14,48.276971176,8.851127525,515.7,25.0,-0.5,0.288,6.94,,
T,2022-01-21 09:19:15,48.276901683,8.851138048,515.7,28.0,-0.5,0.295,7.77,,
T,2022-01-21 09:19:16,48.276837987,8.851171161,515.6,27.0,-0.5,0.303,7.50,,
T,2022-01-21 09:19:17,48.276780373,8.851179298,515.6,23.2,-0.7,0.309,6.43,,
T,2022-01-21 09:19:18,48.276719734,8.851163399,515.5,24.6,-0.7,0.316,6.85,,
T,2022-01-21 09:19:19,48.276666682,8.851170748,515.5,21.3,-0.8,0.322,5.92,,
T,2022-01-21 09:19:20,48.276616552,8.851178196,515.4,20.2,-0.9,0.328,5.60,,
T,2022-01-21 09:19:21,48.276574787,8.851184932,515.4,16.8,-1.6,0.332,4.67,,
T,2022-01-21 09:19:22,48.276536242,8.851214989,515.3,17.4,-1.9,0.337,4.83,,
T,2022-01-21 09:19:23,48.276496485,8.851197561,515.2,16.6,-2.2,0.342,4.61,,
T,2022-01-21 09:19:24,48.276466633,8.851225861,515.1,14.1,-2.9,0.346,3.93,,
T,2022-01-21 09:19:25,48.276436305,8.851229773,514.9,12.2,-3.5,0.349,3.38,,
T,2022-01-21 09:19:26,48.276404352,8.851236121,514.8,12.9,-3.3,0.353,3.58,,
T,2022-01-21 09:19:27,48.276353213,8.851243818,514.7,20.6,-2.1,0.358,5.72,,
T,2022-01-21 09:19:28,48.276308421,8.851248996,514.6,18.0,-2.3,0.363,5.00,,
T,2022-01-21 09:19:29,48.276275446,8.851252226,514.5,13.2,-2.8,0.367,3.67,,
T,2022-01-21 09:19:30,48.276239400,8.851255779,514.4,14.5,-2.3,0.371,4.02,,
T,2022-01-21 09:19:31,48.276205287,8.851260009,514.3,13.7,-2.2,0.375,3.81,,
T,2022-01-21 09:19:32,48.276181229,8.851265146,514.2,9.7,-2.8,0.378,2.70,,
T,2022-01-21 09:19:34,48.276162836,8.851274922,514.1,3.9,-5.8,0.380,2.17,,
T,2022-01-21 09:19:41,48.276142564,8.851260043,513.8,1.3,-10.7,0.382,2.51,,
T,2022-01-21 09:19:45,48.276127132,8.851244473,513.7,1.9,-3.9,0.384,2.07,,
T,2022-01-21 09:19:49,48.276114675,8.851227919,513.7,1.7,-2.8,0.386,1.85,,
T,2022-01-21 09:19:50,48.276106670,8.851199008,513.7,8.4,-0.4,0.388,2.32,,
T,2022-01-21 09:19:53,48.276107753,8.851248697,513.7,4.4,-0.6,0.392,3.69,,
T,2022-01-21 09:19:54,48.276107675,8.851249348,513.7,0.2,-12.3,0.392,0.05,,
T,2022-01-21 09:19:59,48.276083656,8.851235772,513.6,2.1,-0.8,0.395,2.85,,
T,2022-01-21 09:20:00,48.276065247,8.851239390,513.6,7.4,-0.1,0.397,2.06,,
T,2022-01-21 09:20:01,48.276044066,8.851250357,513.6,9.0,-0.1,0.400,2.49,,
T,2022-01-21 09:20:02,48.276021090,8.851244424,513.6,9.3,-0.1,0.402,2.59,,
T,2022-01-21 09:20:03,48.275999426,8.851230119,513.6,9.5,-0.1,0.405,2.63,,
T,2022-01-21 09:20:04,48.275981776,8.851210571,513.6,8.8,-0.1,0.407,2.44,,
T,2022-01-21 09:20:05,48.275962528,8.851214125,513.6,7.8,-0.1,0.409,2.16,,
T,2022-01-21 09:20:09,48.275943539,8.851243900,513.6,2.8,-0.2,0.412,3.06,,
T,2022-01-21 09:20:16,48.275938371,8.851199249,513.6,1.7,-0.1,0.416,3.36,,
T,2022-01-21 09:20:17,48.275945889,8.851122479,513.6,20.7,-0.0,0.422,5.76,,
T,2022-01-21 09:20:18,48.275918177,8.851055857,513.6,21.0,-0.0,0.427,5.83,,
T,2022-01-21 09:20:19,48.275867248,8.850991999,513.6,26.6,0.3,0.435,7.38,,
T,2022-01-21 09:20:20,48.275820891,8.850928758,513.7,25.1,1.0,0.442,6.97,,
T,2022-01-21 09:20:21,48.275769716,8.850858945,513.8,27.7,1.5,0.449,7.70,,
T,2022-01-21 09:20:22,48.275719211,8.850790045,514.0,27.3,2.1,0.457,7.60,,
T,2022-01-21 09:20:23,48.275661837,8.850730761,514.1,27.9,2.3,0.465,7.75,,
T,2022-01-21 09:20:24,48.275605957,8.850677556,514.3,26.5,2.2,0.472,7.36,,
T,2022-01-21 09:20:25,48.275545999,8.850631663,514.5,27.0,1.9,0.480,7.49,,
T,2022-01-21 09:20:26,48.275475461,8.850598369,514.6,29.6,1.6,0.488,8.22,,
T,2022-01-21 09:20:27,48.275394569,8.850579025,514.7,32.8,1.3,0.497,9.11,,
T,2022-01-21 09:20:28,48.275309703,8.850537858,514.8,35.7,1.0,0.507,9.92,,
T,2022-01-21 09:20:29,48.275223937,8.850515730,514.9,34.8,1.0,0.517,9.68,,
T,2022-01-21 09:20:30,48.275143423,8.850494957,515.0,32.7,0.9,0.526,9.08,,
T,2022-01-21 09:20:31,48.275054977,8.850495226,515.1,35.4,0.9,0.536,9.83,,
T,2022-01-21 09:20:32,48.274979498,8.850445118,515.2,33.0,1.2,0.545,9.18,,
T,2022-01-21 09:20:33,48.274897996,8.850441645,515.3,32.6,1.3,0.554,9.07,,
T,2022-01-21 09:20:34,48.274823181,8.850385195,515.4,33.5,1.4,0.563,9.31,,
T,2022-01-21 09:20:35,48.274743026,8.850350785,515.6,33.4,1.4,0.572,9.27,,
T,2022-01-21 09:20:36,48.274659501,8.850314930,515.7,34.8,1.4,0.582,9.66,,
T,2022-01-21 09:20:37,48.274572589,8.850277623,515.9,36.2,1.6,0.592,10.05,,
T,2022-01-21 09:20:38,48.274495246,8.850220743,516.0,34.5,1.9,0.602,9.58,,
T,2022-01-21 09:20:39,48.274416352,8.850169031,516.2,34.5,1.9,0.611,9.58,,
T,2022-01-21 09:20:40,48.274340786,8.850119501,516.4,33.0,1.8,0.620,9.17,,
T,2022-01-21 09:20:41,48.274270950,8.850073726,516.5,30.5,1.7,0.629,8.48,,
T,2022-01-21 09:20:42,48.274207430,8.850032091,516.6,27.8,1.7,0.637,7.71,,
T,2022-01-21 09:20:43,48.274148452,8.849993433,516.8,25.8,1.6,0.644,7.16,,
T,2022-01-21 09:20:44,48.274095484,8.849958715,516.9,23.1,1.6,0.650,6.43,,
T,2022-01-21 09:20:45,48.274049325,8.849928459,517.0,20.2,1.6,0.656,5.60,,
T,2022-01-21 09:20:46,48.274009222,8.849900197,517.1,17.7,2.1,0.661,4.93,,
T,2022-01-21 09:20:47,48.273967287,8.849865367,517.2,19.2,2.2,0.666,5.33,,
T,2022-01-21 09:20:48,48.273924883,8.849830148,517.3,19.4,2.4,0.671,5.39,,
T,2022-01-21 09:20:49,48.273884411,8.849796534,517.4,18.5,2.8,0.677,5.15,,
T,2022-01-21 09:20:50,48.273840268,8.849786074,517.6,17.9,3.3,0.682,4.97,,
T,2022-01-21 09:20:51,48.273813730,8.849746138,517.8,15.1,4.2,0.686,4.18,,
