type,time,latitude,longitude,altitude (m),speed (km/h),slope (%),distance (km),distance_interval (m),name,desc
T,2022-01-21 14:01:22,48.274272519,8.855727354,515.9,20.1,2.9,1.976,5.59,,
T,2022-01-21 14:01:23,48.274236517,8.855780257,516.1,20.2,3.1,1.981,5.61,,
T,2022-01-21 14:01:24,48.274200557,8.855829972,516.2,19.6,3.2,1.987,5.44,,
T,2022-01-21 14:01:25,48.274166331,8.855878632,516.4,18.9,3.1,1.992,5.25,,
T,2022-01-21 14:01:26,48.274129787,8.855922993,516.5,18.8,2.8,1.997,5.23,,
T,2022-01-21 14:01:27,48.274089830,8.855965685,516.7,19.6,2.4,2.003,5.46,,
T,2022-01-21 14:01:28,48.274039527,8.856047505,516.8,29.7,1.4,2.011,8.26,,
T,2022-01-21 14:01:29,48.273988926,8.856042547,516.9,20.3,1.8,2.016,5.64,,
T,2022-01-21 14:01:30,48.273936855,8.856037444,517.0,20.9,1.6,2.022,5.80,,
T,2022-01-21 14:01:31,48.273883482,8.856032215,517.1,21.4,1.3,2.028,5.95,,
T,2022-01-21 14:01:32,48.273827022,8.856026036,517.1,22.7,1.1,2.034,6.29,,
T,2022-01-21 14:01:33,48.273771849,8.856016089,517.2,22.2,1.0,2.041,6.18,,
T,2022-01-21 14:01:34,48.273721098,8.856006939,517.2,20.5,1.0,2.046,5.68,,
T,2022-01-21 14:01:35,48.273677947,8.855999159,517.3,17.4,1.0,2.051,4.83,,
T,2022-01-21 14:01:36,48.273638880,8.855992115,517.3,15.8,1.0,2.056,4.38,,
T,2022-01-21 14:01:37,48.273604503,8.855985917,517.4,13.9,1.0,2.059,3.85,,
T,2022-01-21 14:01:38,48.273576630,8.855979040,517.4,11.3,1.1,2.063,3.14,,
T,2022-01-21 14:01:39,48.273551551,8.855974217,517.5,10.1,1.2,2.065,2.81,,
