type,time,latitude,longitude,altitude (m),speed (km/h),slope (%),distance (km),distance_interval (m),name,desc
T,2022-01-21 14:07:28,48.273329663,8.856130342,519.8,3.6,-0.1,0.005,5.00,,
T,2022-01-21 14:07:29,48.273369282,8.856128510,519.8,15.9,-0.5,0.009,4.41,,
T,2022-01-21 14:07:30,48.273425847,8.856125055,519.5,22.7,-3.6,0.016,6.29,,
T,2022-01-21 14:07:31,48.273492624,8.856112490,519.2,26.9,-5.1,0.023,7.48,,
T,2022-01-21 14:07:32,48.273546159,8.856116568,518.6,21.5,-8.5,0.029,5.96,,
T,2022-01-21 14:07:33,48.273585618,8.856118687,518.3,15.8,-8.7,0.034,4.39,,
T,2022-01-21 14:07:34,48.273624214,8.856124414,518.0,15.5,-6.6,0.038,4.31,,
T,2022-01-21 14:07:35,48.273658714,8.856126684,517.8,13.8,-4.1,0.042,3.84,,
T,2022-01-21 14:07:36,48.273690538,8.856133855,517.8,12.9,-0.4,0.045,3.58,,
T,2022-01-21 14:07:37,48.273718019,8.856142454,517.8,11.2,0.7,0.048,3.12,,
T,2022-01-21 14:07:38,48.273739685,8.856145448,517.9,8.7,0.9,0.051,2.42,,
T,2022-01-21 14:07:39,48.273758992,8.856154993,517.8,8.1,-0.1,0.053,2.26,,
T,2022-01-21 14:07:41,48.273771923,8.856178867,517.9,4.1,1.6,0.055,2.28,,
T,2022-01-21 14:07:50,48.273812731,8.856197538,517.9,1.9,0.1,0.060,4.74,,
T,2022-01-21 14:07:51,48.273838355,8.856214097,517.9,11.2,-0.0,0.063,3.10,,
T,2022-01-21 14:07:52,48.273878117,8.856224062,517.9,16.1,-0.7,0.068,4.48,,
T,2022-01-21 14:07:53,48.273918096,8.856236796,517.8,16.4,-2.2,0.072,4.54,,
T,2022-01-21 14:07:54,48.273977803,8.856218936,517.7,24.4,-0.6,0.079,6.77,,
T,2022-01-21 14:07:55,48.274034695,8.856188888,517.7,24.1,-0.1,0.086,6.71,,
T,2022-01-21 14:07:56,48.274089097,8.856132684,517.7,26.5,-0.0,0.093,7.35,,
T,2022-01-21 14:07:57,48.274136952,8.856059687,517.7,27.3,-0.0,0.101,7.59,,
T,2022-01-21 14:07:58,48.274188234,8.855975899,517.7,30.4,-0.0,0.109,8.44,,
T,2022-01-21 14:07:59,48.274250186,8.855885650,517.7,34.6,-0.0,0.119,9.61,,
T,2022-01-21 14:08:00,48.274307869,8.855804636,517.7,31.7,-0.0,0.127,8.79,,
T,2022-01-21 14:08:01,48.274368560,8.855716503,517.6,33.8,-1.0,0.137,9.40,,
T,2022-01-21 14:08:02,48.274438987,8.855617595,517.1,38.6,-4.4,0.148,10.73,,
T,2022-01-21 14:08:03,48.274502885,8.855532461,516.2,34.2,-9.3,0.157,9.51,,
T,2022-01-21 14:08:04,48.274563149,8.855449543,515.7,32.8,-5.8,0.166,9.10,,
T,2022-01-21 14:08:05,48.274624722,8.855369208,515.7,32.7,-0.6,0.175,9.08,,
T,2022-01-21 14:08:06,48.274687674,8.855282968,515.7,34.1,-0.1,0.185,9.49,,
T,2022-01-21 14:08:07,48.274751566,8.855198742,515.7,34.1,-0.0,0.194,9.46,,
T,2022-01-21 14:08:08,48.274817466,8.855108264,515.7,35.8,-0.0,0.204,9.94,,
T,2022-01-21 14:08:09,48.274900569,8.855035750,515.7,38.5,-0.0,0.215,10.69,,
T,2022-01-21 14:08:10,48.274977926,8.854950557,515.7,38.4,-0.0,0.226,10.68,,
T,2022-01-21 14:08:11,48.275049275,8.854846660,515.5,39.8,-1.0,0.237,11.06,,
T,2022-01-21 14:08:12,48.275131115,8.854760595,515.3,40.0,-2.1,0.248,11.12,,
T,2022-01-21 14:08:13,48.275222933,8.854695850,515.0,40.6,-2.5,0.259,11.28,,
T,2022-01-21 14:08:14,48.275306756,8.854610555,514.4,40.6,-5.8,0.270,11.27,,
T,2022-01-21 14:08:15,48.275388295,8.854527581,513.8,39.5,-5.2,0.281,10.96,,
T,2022-01-21 14:08:16,48.275438921,8.854378204,513.3,44.8,-4.1,0.294,12.44,,
T,2022-01-21 14:08:17,48.275511264,8.854276868,512.8,39.6,-4.1,0.305,11.01,,
T,2022-01-21 14:08:18,48.275583647,8.854175591,512.5,39.6,-3.4,0.316,11.01,,
T,2022-01-21 14:08:19,48.275659258,8.854085223,512.1,38.7,-3.2,0.326,10.76,,
T,2022-01-21 14:08:20,48.275728524,8.853989731,511.8,37.7,-3.1,0.337,10.47,,
T,2022-01-21 14:08:21,48.275786769,8.853883478,511.5,36.7,-2.9,0.347,10.21,,
T,2022-01-21 14:08:22,48.275830625,8.853771271,510.1,34.7,-14.3,0.357,9.65,,
T,2022-01-21 14:08:23,48.275872329,8.853658660,510.0,34.4,-1.5,0.366,9.56,,
T,2022-01-21 14:08:24,48.275911325,8.853545819,510.0,34.0,-0.2,0.376,9.43,,
T,2022-01-21 14:08:25,48.275946601,8.853435312,509.9,32.7,-0.4,0.385,9.09,,
T,2022-01-21 14:08:26,48.275981730,8.853324752,509.9,32.7,-0.4,0.394,9.09,,
